"ID","revision","have-sdat","have-odc","have-l-thumb","have-s-thumb","extra data"
"1DC1BEAC-64CE4273-BDE3E843-CF5564AF","32","1","1","1","1",""
"582C3F0B-EFA04A09-B8B41557-746628A9","34","1","1","1","1",""
"65D15CC8-4D7C4C7E-9AF73B0C-21FFB17D","34","1","1","1","1",""
"39C935EA-25774FD8-A6AF7FDD-15BE8539","34","1","1","1","1",""
"D1EBE778-B50C4AE5-A1359DB2-6850F132","34","1","1","1","1",""
"AD9607D9-1F834708-8B6D4211-78B2370C","33","1","1","1","1",""
"0C5E027D-7D594087-8A420052-93964294","32","1","1","1","1",""
"1683732D-FF3E4210-B6218B28-A524AE44","34","1","1","1","1",""
"31632427-D8D640CA-AB207D67-5428149F","31","1","1","1","1",""
"35184296-CCCD449C-AFF4AE4D-2195D895","31","1","1","0","1",""
"8B9FF123-B4C24506-9A6F9377-27F61DBB","34","1","1","1","1",""
"A864BCB8-32EE4CE6-BCDC9A3C-61AB2CC8","34","1","1","1","1",""
"C8690605-A95443EE-862A0C10-2CF7313A","33","1","1","1","1",""
"46BC068A-3DE94F1E-8CEF25BD-F14F4267","34","1","1","1","1",""
"A2E3D2EE-66284CBF-B5040086-7D10C0B0","34","1","1","1","1",""
"36EB73C0-B6A94901-8A693EE8-BF421C0E","32","1","1","1","1",""
"4A7D7555-F97E4316-9D9484CA-E46A8D38","31","1","1","1","1",""
"A0D96B69-2D554263-A5D9403C-63B57741","35","1","1","1","1",""
"A90E1399-C9614EFA-AF5D73FD-92BB3340","32","1","1","1","1",""
"B5C27A21-40AD419C-84912CB2-72C78FD2","36","1","1","1","1",""
"F3F900C0-03D0438C-B047915F-9B358A62","41","1","1","1","1",""
"77279E1A-66484388-81F90C5B-16DCC710","31","1","1","1","1",""
"2A688EBF-203246F9-8310E40E-D4DBA9C8","31","1","1","1","1",""
"44ED3EE2-3B994BC6-BDA63B41-718E6797","31","1","1","1","1",""
"60E5EB23-E55642CB-B62FF7C0-2B8D0E9F","31","1","1","1","1",""
"5EE26600-68AC4E1A-B53267D5-E0356352","31","1","1","1","1",""
"D98BC81C-E3B342B2-96CCDAEA-97C19B13","34","1","1","0","1",""
"99A790AE-AA6C4F46-9697E588-E5FE89D4","34","1","1","1","1",""
"3EC5EAB2-5C5D4379-AE88BD53-A2B26938","32","1","1","1","1",""
"00000000-00000000-00000010-00000000","50","1","1","1","1",""
"EB6ECA9F-389B4140-96F12563-BE7264F8","61","1","1","1","1",""
"D1A1DF77-FC8B48B3-B566BFC9-5450EBB9","31","1","1","1","1",""
"B6326429-CF304E26-959BC425-9E603A2E","32","1","1","1","1",""
"4C5B6800-53784D29-82E97926-81326791","31","1","1","1","1",""
"CC17FFC2-E2FA46DD-AAFD5D77-C4E9155C","32","1","1","1","1",""
"74A41EF1-34A34069-A61827E4-6E81B49B","32","1","1","1","1",""
"3DCA3C46-AAE54E72-BCB30EAC-3F58F795","33","1","1","1","1",""
"2EF4E95A-6ABD49C8-8950E0CD-29A2F05E","33","1","1","1","1",""
"9D06E741-0CFE4C65-9CC5735E-FBFED901","71","1","1","1","1",""
"00000000-00000000-00000000-00010004","31","1","1","1","1",""
"B34CA2CE-6DAC49C0-A2B3D8E4-D34675A7","32","1","1","1","1",""
"1558769D-ECFE4EF7-A5FCABDF-3B2C3EAE","35","1","1","1","1",""
"94BFA2F0-81004C8B-9B74B7F1-D5BD0108","48","1","1","1","1","Multiple tnums: 47, 48"
"268895E3-B88C4A45-A6CAE5BC-CB2DE1AA","34","1","1","1","1",""
"3ECB67FC-29DF41D8-851E3599-DD0D7CA6","40","1","1","1","1",""
"BF0A0E6C-2D184342-A1F4967A-B86B7546","35","1","1","1","1",""
"3E887961-AC5E4822-948E554C-F08C74FF","40","1","1","1","1",""
"0B9D3B97-FC014D6B-BE8FA9D2-5C31CF31","31","1","1","1","1",""
"AB4078DF-612842D3-BA2F9BBD-C1082DBF","31","1","1","1","1",""
"36D12F66-A9E94DD0-87D589BA-A097E335","59","1","1","1","1",""
"F75B2959-88464009-B9A1C328-F903B321","39","1","1","1","1",""
"2865B7D0-318E4B22-B290ACA6-E0956643","49","1","1","1","1",""
"B74EEE93-9EAB4E71-B822220C-2E845158","37","1","1","1","1",""
"E9E9FEFA-BE334F3F-BC911943-A0F74D5A","33","1","1","1","1",""
"DF35EDC7-60D34AF5-89788573-40959C9E","39","1","1","1","1",""
"2898C1A9-6BBE453A-B7B26DB0-B818031A","33","1","1","1","1",""
"F6AACD0B-5BB7438E-A3A6A240-DA91E180","31","1","1","1","1",""
"72237AF7-6FDD4BE2-91946B9C-47E3267B","31","1","1","1","1",""
"338EE2AC-03C3436E-9B0C0BFA-85E52AAB","31","1","1","1","1",""
"58C7F4C3-D6C14758-8B04BC2C-6840FD61","32","1","1","1","1",""
"0DA1BA8B-ED524220-803B913E-C704E66C","31","1","1","1","1",""
"EE4AF9D0-32234C36-81325ECF-62CD897C","32","1","1","1","1",""
"00000000-00000000-00000000-01010010","31","1","1","1","1",""
"D5BAB0F3-64D44BF1-9347F8DF-24DB2248","32","1","1","1","1",""
"D8B81C77-724A4271-A01945F7-15764EE3","33","1","1","1","1",""
"B818B05F-1250473C-AD6C85CD-0D3A20C9","32","1","1","1","1",""
"54A7C39D-57B745ED-95EE8E34-E968229B","31","1","1","1","1",""
"D857E296-C23F49AC-8DEFBAB3-3D7C7CEB","32","1","1","1","1",""
"F0C8390D-34134DCA-949745F4-A4296190","31","1","1","1","1",""
"2A3689C8-65864C7C-A891EC81-0EAB0AFD","31","1","1","1","1",""
"6246EE32-955E4AE1-982D3511-1454BC27","31","1","1","1","1",""
"40010C54-56BD46CF-A8C5C782-B69225C9","32","1","1","1","1",""
"44437822-980E4980-81605D50-50422658","42","1","1","0","1",""
"2148F9E1-51D94BB6-A3C41336-129270E7","32","1","1","1","1",""
"A82FCB64-17D1421B-838DD247-0CBDE704","32","1","1","1","1",""
"00000000-00000000-00000000-01060011","31","1","1","0","1",""
"00000000-00000000-00000000-01020001","31","1","1","0","1",""
"5637FEC7-AAE346EE-B58A262C-19CFCB86","31","1","1","1","1",""
"F8FFEA72-7CF44734-B95296CB-FED32BAA","31","1","1","1","1",""
"5133EA14-C6254841-8795BAD4-70250542","31","1","1","1","1",""
"829543A2-C3CE4681-8DB0A14F-34742240","33","1","1","1","1",""
"97F0AF9C-D1304CED-A98F6D0E-7B67EE60","31","1","1","1","1",""
"993A95C5-8FB54706-A3F48771-14C1F182","31","1","1","1","1",""
"F92C095E-9542494F-8F4AED2C-04EF2804","31","1","1","1","1",""
"0D797032-7F3A4A83-ABA2B4B3-7110442F","33","1","1","1","1",""
"1F57D1F6-FD4D4E04-A3924655-D145A922","31","1","1","1","1",""
"00000000-00000000-00000000-00010018","31","1","1","1","1",""
"00000000-00000000-00000000-00050002","31","1","1","0","1",""
"9667A097-FA6340EA-867390FA-62302660","33","1","1","1","1",""
"00000000-00000000-00000000-00010013","31","1","1","1","1",""
"00000000-00000000-00000000-00040039","1","1","1","0","1",""
"217B8A84-F9E34C5E-A02016FA-AA70F0D2","32","1","1","1","1",""
"DB9F0CAC-8BEA4258-8CF11D9F-26AF1549","40","1","1","1","1",""
"00000000-00000000-00000000-00010012","31","1","1","1","1",""
"00000000-00000000-00000000-00010010","31","1","1","1","1",""
"1CFE4FE1-C09A4328-ABA2FE97-F97EB861","32","1","1","1","1",""
"00000000-00000000-00000000-00010011","31","1","1","1","1",""
"D60E8488-BEFD4F87-A432E912-BA480181","31","1","1","1","1",""
"90E612DD-B4B44EA5-9B8C2FDB-516758A0","31","1","1","1","1",""
"42D938A8-B4C643ED-9EB8A6DD-CA939FCE","31","1","1","1","1",""
"07A3F886-577144D7-B03BACD5-E80D3846","32","1","1","1","1",""
"6780B83C-74014BD6-918520D7-BE26C28C","33","1","1","1","1",""
"F9D97587-1FA34D98-907E0079-2B888601","32","1","1","1","1",""
"94DA6292-660E443D-A9445261-2350C757","31","1","1","1","1",""
"90009F26-982E43C1-B18621BD-542DDBF6","31","1","1","1","1",""
"13EB6517-D08344D7-92D7B8C9-27A9DAA1","31","1","1","1","1",""
"D6816677-673C41FB-BAD16534-4C1FA666","31","1","1","1","1",""
"39B4E3F4-415743E2-A3380C06-67A97262","33","1","1","1","1",""
"4DBBEF86-5FA64A92-B5DAF0B4-85E8F9FF","32","1","1","1","1",""
"F873D4B9-F814464E-B322484A-0AA7480D","31","1","1","1","1",""
"E4557072-B59C4627-8019B6D0-93B0777F","31","1","1","1","1",""
"1391A603-AF864C42-84AA1DE1-6FFCCBD0","34","1","1","1","1",""
"66FB7795-B6714B95-B3F79F22-F3ADF223","31","1","1","1","1",""
"00000000-00000000-00000000-00010021","31","1","1","1","1",""
"733187CA-C3314878-B29A7051-42D46153","32","1","1","1","1",""
"69FF79DB-C68343EC-A5BFE3DF-58D60723","31","1","1","1","1",""
"93DEF4D5-A33B4BC6-AE3B4D2D-54B8BEAD","33","1","1","1","1",""
"C6E1923C-5AF340F5-968DC8BD-192BDEE4","31","1","1","1","1",""
"8FDC2F96-D6F14F98-8A0B3D3A-6DFDFC19","31","1","1","1","1",""
"7C470ACE-82984FAC-98052288-36559981","31","1","1","1","1",""
"4417B809-352B41A0-98994A47-C569ABD4","32","1","1","1","1",""
"9D6E6F15-82C84E3A-924C3186-000E370C","31","1","1","1","1",""
"3F2AB46E-99ED495A-8B959376-8B28EAAA","32","1","1","1","1",""
"CBE79C4F-86144078-BABAD83E-0CBEF5BD","31","1","1","1","1",""
"8846F1B4-CCEE463A-B4675935-E8BF15D4","41","1","1","1","1",""
"00000000-00000000-00000000-00080014","32","1","1","1","1",""
"A507B557-0DDC4BAC-94F7EB90-33C88B4F","33","1","1","0","1",""
"84BB8F98-100240D1-AEE2D4D7-9A2C15D7","31","1","1","1","1",""
"E2DEC3D9-49BA4F97-82A2A493-5154EF82","33","1","1","1","1",""
"531CF8E9-D0684349-96AF591A-3179F438","34","1","1","0","1",""
"F7A5A756-795F4578-92E0457D-E5C1240E","31","1","1","1","1",""
"2A2B6BBA-238A4085-90248534-6D092E8D","31","1","1","1","1",""
"6DB6A913-3A9946EF-881FEB93-16BF659B","31","1","1","1","1",""
"B5814B6F-72934B83-BAA8FF92-1E7D2A93","32","1","1","1","1",""
"4DDA161B-E1C740A0-9A236ADE-85497476","31","1","1","1","1",""
"3BB67BA6-49C84B74-B5921FA9-560B6BDD","31","1","1","1","1",""
"A62E6EFE-C1B04C77-A40E4D25-AE1AFC6B","32","1","1","1","1",""
"FB03DAD7-D27A4306-B2FB2EE1-7CC1F2F1","33","1","1","0","1",""
"B4F825AB-B6064FDB-ABDA1416-C26C1E7E","33","1","1","1","1",""
"CAC44215-E29D4D6E-B969FD20-0CFE98D9","33","1","1","1","1",""
"00000000-00000000-00000000-00030028","34","1","1","0","1",""
"6A1B03E0-90CE4DEA-976F5280-FC45332C","41","1","1","1","1",""
"00000000-00000000-00000000-00010017","31","1","1","1","1",""
"FA72C3D9-73B34D08-A16BA6D5-BFFF7593","34","1","1","0","1",""
"00000000-00000000-00000000-00080009","32","1","1","1","1",""
"5A3F2F00-91B547CE-BAACBC2A-9B4DCF1D","33","1","1","0","1",""
"00000000-00000000-00000000-01070004","0","1","1","0","1",""
"00000000-00000000-00000000-01070005","0","1","1","0","1",""
"00000000-00000000-00000000-01050028","0","1","1","0","1",""
"8B60FD86-051C4244-9DD77C17-FEA7DC4C","34","1","1","0","1",""
"80991BD7-A7EF48FC-99037507-4F840CAB","33","1","1","1","1",""
"589135B3-B0854506-B8A73457-6FAED8F0","33","1","1","1","1",""
"5DD3D998-4FF44FB7-B591C987-4C93E6E9","31","1","1","1","1",""
"B010F168-C7F64DF3-A4992677-E5B65E96","33","1","1","1","1",""
"C1CB4D65-E4A24C46-97D59D49-9092D6C7","32","1","1","1","1",""
"297899B6-4DF94EFA-810DBE09-3DBB08AF","31","1","1","1","1",""
"4DA67C8D-449B4407-A724242A-0A53F66F","31","1","1","1","1",""
"466B6960-C2314582-B66EE640-76CAF6FC","31","1","1","1","1",""
"D84376E6-E7F64D43-8B13456E-A63BA855","32","1","1","1","1",""
"599DDE99-94DF453B-B1171E88-2423EA0F","31","1","1","0","1",""
"889472D3-7877445E-A9E115C0-26DA39D3","32","1","1","1","1",""
"D396B826-1DFE4B7C-BBEE4708-2C58F85A","31","1","1","1","1",""
"9CD5E508-6FD1475C-A51AA8E5-6A0B952D","32","1","1","1","1",""
"9CDCF5FD-C5124D00-A8BCADE1-ED4FCA71","31","1","1","1","1",""
"528E78E5-DE804B1C-B952A159-6B2E23D3","31","1","1","1","1",""
"4BBF1419-CADF4911-9D22D77B-78AC8941","31","1","1","1","1",""
"771A1700-D1864F20-ACB675D3-9EA61E09","35","1","1","1","1",""
"897E25F2-B66D4039-865F56E1-B1B9D558","36","1","1","1","1",""
"30458299-B06C4810-80621879-861B093D","31","1","1","1","1",""
"37A14CEB-F0074C66-A6003618-0546357E","31","1","1","1","1",""
"84B1B5E6-DDF84B9E-9BE44705-ED6966E4","32","1","1","1","1",""
"2A861F0F-0FB84E24-B482B694-917B09F0","32","1","1","1","1",""
"D58163AB-8F6647CD-AF2EC916-2840C761","31","1","1","1","1",""
"55522D62-8DD74DD3-A634E584-B208E3E9","32","1","1","1","1",""
"A502D154-56C240DD-8606D87D-44743C26","31","1","1","1","1",""
"2B40E7A9-CB5C430A-8685E453-2578B5D5","31","1","1","1","1",""
"FEB9E263-8C0B43F8-B50B3B42-606DB6D4","31","1","1","1","1",""
"4B45256E-DE244034-BDB91662-809721DB","31","1","1","1","1",""
"8334C247-2BCB4861-853BFB8F-172299C5","32","1","1","1","1",""
"A5ADBDED-A35249CE-8D79AF60-3885D1C5","32","1","1","1","1",""
"7238A3CD-B42D4796-85E34E2E-EA07640E","32","1","1","1","1",""
"00000000-00000000-00000000-00010006","31","1","1","1","1",""
"B79662E9-55114D85-AE8F3146-ADE9A415","31","1","1","1","1",""
"63EDDF66-22ED4F70-942AD036-FE783B0C","33","1","1","1","1",""
"00000000-00000000-00000000-00080003","31","1","1","1","1",""
"22F0F260-0AC741AA-AEE73C19-3035EFF1","31","1","1","1","1",""
"537BA425-02544E6C-B564D2C5-C8FDD1E2","32","1","1","1","1",""
"7936ABAB-EF274683-940D5362-A6BB6800","31","1","1","1","1",""
"7023E9B6-B948433F-BEF13EF8-044D5BDE","31","1","1","1","1",""
"D4B2FAED-46064276-A1E2982B-E727A0D9","31","1","1","1","1",""
"6D86810C-BC8F4F27-AC1CD602-5E9E4853","31","1","1","1","1",""
"6E2F0A98-6CE04D71-A0BC26C5-B82E7076","31","1","1","1","1",""
"A1A67DCD-A56A4A36-B1A42F8D-8469DBC7","32","1","1","1","1",""
"C0129513-70D34D41-988A94EC-BB283FDF","33","1","1","1","1",""
"50471D93-FF39472B-8C237C2B-85C028A5","33","1","1","1","1",""
"B7C2A79C-E88B4CAF-A5FC86B7-6AD3DB81","31","1","1","1","1",""
"00000000-00000000-00000000-00040013","1","1","1","0","1",""
"A0BF53A7-0FCF4E5A-83D66169-C832177E","31","1","1","1","1",""
"66ED3809-102C4385-B43C289D-6FA33B5E","33","1","1","1","1",""
"17731371-83854D7E-8CCDEFE9-E16C95F3","31","1","1","1","1",""
"820AB769-CA114328-8965A0AF-61ABCB31","33","1","1","1","1",""
"2FCC7F7D-70794D60-BA5E5C34-CB1DAF3E","31","1","1","1","1",""
"1837E2C6-760C4E0A-A050685C-C997B598","34","1","1","0","1",""
"7F08B9B1-5E3C411F-BDFA8E92-4511820A","31","1","1","1","1",""
"C97D7363-BF3848AA-B1DD5CEC-D2D99D08","31","1","1","1","1",""
"8BD122CA-4813425A-9BB46D42-C79A3104","31","1","1","1","1",""
"FCEF97AF-41064162-9DEE3B82-A63C11DE","31","1","1","1","1",""
"DFCE64C0-132947FB-A3C0F7BE-9225D73F","33","1","1","1","1",""
"E7350730-E6F04BFB-902E0BB3-5485C491","31","1","1","1","1",""
"52E21A78-36A0449B-9F953004-EE17D013","32","1","1","1","1",""
"E7626FB5-3D45451D-80FF15F1-B6EFBEA4","32","1","1","1","1",""
"02E3BDF8-CAD24433-870A6754-50ECA8B5","32","1","1","1","1",""
"A2853683-85124DDA-BABDB1D3-6C271B47","31","1","1","1","1",""
"C6C24DA7-AC46435E-9B89CC06-35B7D54F","31","1","1","1","1",""
"9213AD38-E4894EAA-B3FFBA6A-565F9853","31","1","1","1","1",""
"1A41F71D-C91E4936-92073C2C-C13BC3A7","31","1","1","1","1",""
"0B65022B-B59F4BC3-B8C3BB5D-9F04F220","31","1","1","1","1",""
"81FABD83-A4B14EF2-A48986BB-0D5D2299","31","1","1","1","1",""
"C173FF26-4C9044F6-90D4FEDE-7725A35F","31","1","1","1","1",""
"DCA2557A-66874895-980690D7-6DCFBCE1","36","1","1","1","1",""
"CC0FF76B-25274788-9DAA9F8D-EA439C30","34","1","1","0","1",""
"33F13C20-88B04CBD-A86F2869-F24C638D","34","1","1","0","1",""
"680B63F4-24FA4D12-819216B0-B08D1B7D","32","1","1","1","1",""
"867BF6C5-49274638-9471EEBA-A54B2381","36","1","1","1","1",""
"DE526E8C-4D8C4842-8A769DF5-86713AED","36","1","1","1","1",""
"63D87A1A-30734B79-9C2C4970-EF8F7E0E","36","1","1","1","1",""
"D9244C3D-92E44331-9AFAB7FF-9810CDBF","36","1","1","1","1",""
"E92C0FAA-415842ED-91156D35-3DF4AAAA","35","1","1","1","1",""
"1A55F8C8-01B74DE6-8521C5D8-6AFCDEB0","31","1","1","1","1",""
"4725B71C-02644CD4-925D3DF0-0894EAA1","32","1","1","1","1",""
"DEACFCF9-6C7F4CB9-8A61AF96-C1F57B1F","31","1","1","1","1",""
"C31C9635-970742AE-B0061C14-C1ED8269","33","1","1","1","1",""
"663F351D-18CA4AB8-A36ED30C-9B0DB763","31","1","1","1","1",""
"B47E6E8E-F4F64EF1-BF0A8F82-6500B519","31","1","1","1","1",""
"C68BC9F6-11CD4240-AF59DE8C-012F0EA4","31","1","1","1","1",""
"7EC73E2E-8E004BAF-BEE152AA-21F38EBC","33","1","1","1","1",""
"C2579683-2B454CE5-A5D5B2C9-3403E41A","31","1","1","1","1",""
"D4DACF0B-3C9147F1-A2622F6C-5FEA730A","31","1","1","1","1",""
"7FC3C7AB-2CF64110-BAD22229-5B62FD31","32","1","1","1","1",""
"F362B1D5-B1E64803-9C35BB94-D2E7710E","32","1","1","1","1",""
"9DB5A487-FC4345CE-89A4E68F-EF47E04B","31","1","1","1","1",""
"5CE2F082-4FCC4B5A-A93DD925-C3B57F8B","0","1","1","0","1",""
"A16DA04A-33FE450C-B8FFA692-FF3CEEEF","31","1","1","1","1",""
"640E629D-23E342A3-84D12224-A624278E","31","1","1","1","1",""
"22E87773-BDEA4668-9486E131-4D445100","31","1","1","1","1",""
"3D4A19D6-4FE640E8-A0D715D7-40120EEB","31","1","1","1","1",""
"378E57D3-97E34483-84DFB41F-83A3855B","31","1","1","1","1",""
"EAC4BD6C-9DD24961-AE58C2F7-3D6FFA52","31","1","1","1","1",""
"62EE0A12-51304776-9A7DAC90-D0AD5590","31","1","1","1","1",""
"48F40B54-8B244762-AF65171E-65B6EB61","32","1","1","1","1",""
"1CA2C423-6FB746A3-92D5151F-1FEDF600","31","1","1","1","1",""
"929DC417-51B34F82-9ECDC758-9C470350","31","1","1","1","1",""
"02AB3B94-A8BD4AAC-80E72663-A9EFB96B","33","1","1","1","1",""
"FFF73722-637D4A4A-8136797A-F9CDF3BA","31","1","1","1","1",""
"12AAF578-64CC4450-901E4E2B-A5AA997A","31","1","1","1","1",""
"B0E4839A-88804A77-999CF72B-C2F5C471","34","1","1","1","1",""
"C1F4AC43-14E04D45-A99C740A-431E2DFB","31","1","1","1","1",""
"6E7F57CB-161D4AA9-BACFC175-602E6582","37","1","1","1","1",""
"ADF1F597-22584777-9829AC4C-81514E95","33","1","1","1","1",""
"487526C4-6B4448E0-A2EFE3BE-E66792DD","32","1","1","1","1",""
"5FA0B8E6-38F944EF-808121D0-C8033464","31","1","1","1","1",""
"AF1E6504-D69B4C54-8B0EBD32-AB08D332","32","1","1","1","1",""
"9079ED05-2CF54BB9-96860CCF-2FE81842","33","1","1","1","1",""
"EA8465E5-27884A50-94D2F30B-18E5824F","32","1","1","0","1",""
"25B2A97E-70754007-A5324FD3-2116343F","31","1","1","1","1",""
"74CA6EE3-79DB4C50-914B8AC7-04DAE8A5","31","1","1","1","1",""
"D2D943C9-8CC74353-B16819CC-3E02FB24","31","1","1","1","1",""
"470B0999-8A444AED-B1F2A72C-FA6341EE","31","1","1","1","1",""
"C06361FF-42EB487F-B71808E0-4E047D57","32","1","1","1","1",""
"CB0CD0A5-1C1A4673-8B1C93FF-7D6EEC71","31","1","1","1","1",""
"DE93D3F9-12904632-B38221FF-87370569","33","1","1","1","1",""
"AB20836B-1701463A-BC855A35-A2BB0960","31","1","1","1","1",""
"F21DDD5C-0FE148E4-995A0FE2-C6BA190D","34","1","1","1","1",""
"D5D5C6F0-76344910-A3B7A378-BDCC20C9","31","1","1","1","1",""
"6C72A3EA-C2BA4003-81D7F6E7-C54B1689","32","1","1","1","1",""
"CF027025-7C5947D3-B1C2A64E-0D694C8B","32","1","1","1","1",""
"7FFF1FA7-4A114271-9FAEFA8D-9B2D5C9D","31","1","1","1","1",""
"63BD3272-06D64BD4-894DA8A0-589FA54B","37","1","1","1","1",""
"C30E9AC3-93E44E60-AFF32BF6-05534220","31","1","1","1","1",""
"BB4A5068-15624530-83A93888-9EB33669","31","1","1","1","1",""
"CDBEE7D0-E6554283-8AA4832E-60EC695C","31","1","1","1","1",""
"9ABCC3FD-4F55401C-B5EEE753-347A3D60","31","1","1","1","1",""
"FD27F933-DE1A46DC-9F217F68-08F53FFC","31","1","1","1","1",""
"AA95EF3B-929F44DA-BC8ABD79-AF0266D4","31","1","1","1","1",""
"D0EF2108-E3134E2E-89978A39-0DCB2263","31","1","1","1","1",""
"41D3D073-A1924E52-918014B4-819115A5","33","1","1","1","1",""
"0657448C-A92D4BBF-A30649A2-11F55977","31","1","1","1","1",""
"6842AC53-9C5048A6-80F5D5BE-98193882","31","1","1","1","1",""
"56AFABCA-18F04330-9B068497-58FF1DC2","31","1","1","1","1",""
"C53E7073-E4F7432B-991AD777-98CE2FBB","33","1","1","1","1",""
"19185B89-542849FD-B0142D0D-E67DF99C","32","1","1","1","1",""
"7696EA9E-9C36466A-94161E39-DEEBBAC9","34","1","1","1","1",""
"DC4ECAFE-067B4075-919A043C-33490896","31","1","1","1","1",""
"9AF0DAF5-3C594368-A6D60F71-9817A152","31","1","1","1","1",""
"16207C80-AC764797-B13E2F60-3FFE625C","31","1","1","1","1",""
"5370C412-31904AC5-B286C375-E6E91E8E","31","1","1","1","1",""
"4570FEA4-29DE401B-8A74C9BC-46730EA8","31","1","1","1","1",""
"00000000-00000000-00000000-00010014","31","1","1","1","1",""
"50AEF63C-37D0488B-A28977D1-E1E74E69","32","1","1","1","1",""
"140A9910-BCBE459A-BBEE241F-2001DB58","31","1","1","1","1",""
"1D6C1E60-EE204E5B-812EECB4-1847C1E9","31","1","1","1","1",""
"022FB8F4-E1374374-930AB1A8-94E41038","31","1","1","1","1",""
"4A95D97F-5E4B4DDB-AC95E378-BE3A246A","32","1","1","1","1",""
"E35579C7-5D8B454B-B4E19797-42D5D9EC","32","1","1","1","1",""
"E854D80C-256440DE-BCEB19AB-08B72A7C","41","1","1","1","1",""
"181D319C-A88A4427-A2EDDE72-524D8C6F","32","1","1","1","1",""
"CFE3EA6F-AE2341AE-982C17A1-B11EF3AF","31","1","1","1","1",""
"182D538B-44F845E7-A6B2BCEB-9FFD0C79","31","1","1","1","1",""
"2344A58E-D3424735-94158DA7-51A3C8FE","0","1","1","0","1",""
"7B5D95DF-F3A44641-8DE067BB-F552EF01","0","1","1","0","1",""
"DC631B86-ECCD4D35-9C80C20B-5920677A","0","1","1","0","1",""
"D17B708F-E0FA4696-80A954DC-38C1A621","0","1","1","0","1",""
"76DF1DAC-3AB94DE6-8901C769-99816BCE","32","1","1","1","1",""
"0C31AEB2-A27B4476-B6F45309-CD016F9E","33","1","1","1","1",""
"F0F00BB8-F3024BB4-A0CA0C0D-BD8941A8","31","1","1","1","1",""
"B364F793-DDBD44AB-82D05CCC-2E0C97B1","34","1","1","1","1",""
"734EB31F-44424109-AC52DB81-ED849362","33","1","1","1","1",""
"009590FA-8DEB465D-A6EB4130-529E0E4D","36","1","1","1","1",""
"044052A5-719444EF-A7CD0799-FC751A28","32","1","1","1","1",""
"E57806F5-EE2A49F1-8CC131B4-F64627A3","32","1","1","1","1",""
"DC5BF505-87F640E6-99EC823E-6770F0BA","32","1","1","1","1",""
"3CA684C0-7F954E17-B04DB162-B8C85FB6","33","1","1","1","1",""
"BE300C5A-F3AB4E57-A06D08CA-455CFD1F","32","1","1","1","1",""
"4802F2DF-DD294563-B56F3F01-F65BA913","34","1","1","1","1",""
"00000000-00000000-00000000-00010050","34","1","1","0","1",""
"CF3731A8-C5D14CD6-A54D9F5E-C0934608","34","1","1","0","1",""
"00000000-00000000-00000000-00080006","38","1","1","1","1",""
"08BC19E8-311646D9-90B09FAF-A61BD383","34","1","1","0","1",""
"A277CFA3-DDBC4FB0-BFCC40B2-E1D8A83D","0","1","1","0","1",""
"5EA3E07B-6D4E4639-AB04CC14-C62ECA18","32","1","1","1","1",""
"FAD9A61E-112F4522-AC93E936-4E5E20F2","31","1","1","1","1",""
"E27F5604-957E456A-AAB78E1E-36DD516A","31","1","1","1","1",""
"82FA1791-58564626-8AF90368-27E3F5EF","32","1","1","1","1",""
"51B6857F-4AB54D1A-9BBD564C-AF768257","34","1","1","0","1",""
"FB2E623F-AD5248D3-85806D83-51CB2ECB","0","1","1","0","1",""
"E9A4B725-F0144BBE-BB16F7A8-A6D61EB5","31","1","1","1","1",""
"E55A78DD-419F4457-A446EAF7-649096C6","31","1","1","1","1",""
"0EC203BE-397C4ACD-BD50011E-F780E056","35","1","1","1","1",""
"1F4E6C05-ED4B4337-8CAA24A3-86EE5C38","31","1","1","1","1",""
"B1399042-F84B42FA-AB85C68E-85156616","34","1","1","1","1",""
"4024009A-D3284136-B630FCAD-6D2A83E1","31","1","1","1","1",""
"5771C65E-08BF4DF7-BE72D065-2C95A186","31","1","1","1","1",""
"4D09B4D5-CA8E4615-B193E1D9-E4FA509D","32","1","1","1","1",""
"4876FB86-32A84130-BF5A00AB-CE25D14B","31","1","1","1","1",""
"00000000-00000000-00000000-00040031","0","1","1","0","1",""
"5E83EDA0-814F47BB-ADDE8B4A-7C140F6E","31","1","1","1","1",""
"AA99E327-5A0E47A8-9FEC7C2B-8C6C8B93","33","1","1","1","1",""
"E0A3A774-DE874CAC-9FEE6487-FAAEEEDB","31","1","1","1","1",""
"2B1DAA76-61EE4FE6-A04C3466-06BC6C60","31","1","1","1","1",""
"76CDD333-D08749A6-B5FA4F7B-39438331","31","1","1","1","1",""
"8E09F5A0-738D4366-B75AF168-35C4B8EA","31","1","1","1","1",""
"44069906-81574880-B4F31C93-A8B82EB9","32","1","1","1","1",""
"E8E6265D-E26A4CAC-9283725F-00483DE9","31","1","1","1","1",""
"00000000-00000000-00000000-01010009","31","1","1","1","1",""
"CA86A025-29104A5D-89F30077-88BC52F3","32","1","1","1","1",""
"42B176CC-0F52462D-95D71EBD-88F7D7F1","31","1","1","1","1",""
"6D3185B6-FE65414A-B94A3541-F1700746","31","1","1","1","1",""
"FA726DA8-93944685-87564F7D-98166AA6","32","1","1","1","1",""
"DD302F00-F9DE4D9B-945AEF78-AC2E175F","2","1","1","0","1",""
"FF853701-C5E04F78-A3B52DD2-228F2A5A","31","1","1","1","1",""
