"ID","revision","have-sdat","have-odc","have-l-thumb","have-s-thumb","extra data"
"215E2EFB-A3544CBB-87844991-E75AAE6A","31","1","1","1","0",""
"23025D58-A3FD4B1E-8B69C5D8-3F1C05FB","31","1","1","1","0",""
"1BBEF34F-6761413B-A46ED5A0-5C49ABEA","31","1","1","1","0",""
"17FAFED5-FA3C4A95-A69339E0-69ABE88D","31","1","1","1","0",""
"0C5D0A30-5258454A-8F659921-8B87AE81","31","1","1","1","0",""
"0C8A26BF-F93D4E8E-BB2A295B-42CC4553","31","1","1","1","0",""
"0902F0EA-CC194A9D-91B1863E-0897C0F6","31","1","1","1","0",""
"0C5CF369-745645A3-BC7FBA03-A43A67CA","31","1","1","1","0",""
"054DDDF0-521D43A6-A29FDAFE-AE956B86","31","1","1","1","0",""
"050468CA-CCD54925-8308408E-F301048B","31","1","1","1","0",""
"8DFC32F2-F5CB47A8-98E8B1EA-68699B92","31","1","1","1","0",""
"49361CA3-B2104353-B4C69B2B-05A2E348","31","1","1","1","0",""
"406E623D-37C14A70-A0C363A3-859609DC","31","1","1","1","0",""
"44B1E5D5-A7C64D7B-8535D102-66BE358F","31","1","1","1","0",""
"45C4CA8E-39BF49A2-A962E8B4-3A130798","31","1","1","1","0",""
"62122E53-6D084BBB-9C14B30A-70577082","31","1","1","1","0",""
"55737E17-C7BA48B9-B0A9A896-A4F4BBA5","31","1","1","1","0",""
"CB2BB639-E2784082-A63C1DE4-29543586","31","1","1","1","0",""
"96D1541C-39934E92-9318E5C8-DD901291","31","1","1","1","0",""
"01E7608D-DD2A4E20-854D25EB-7D9B9C2C","31","1","1","1","0",""
"1F415234-A0C64FA5-939071F0-33A63464","31","1","1","1","0",""
"452EF77B-87C24D88-AF865872-A30E4E3F","31","1","1","1","0",""
"97417F6A-402342E7-85B4D0F2-3281685A","31","1","1","1","0",""
"CB220057-595446B9-B297BDA9-51CC30DF","31","1","1","1","0",""
"A9819222-40BF45EB-8CC08400-9797580A","31","1","1","1","0",""
"9DE25E88-72374F2E-AFC22458-AB6B78D4","31","1","1","1","0",""
"8E5B2D78-01624D8C-9DF20CE3-38772254","31","1","1","1","0",""
"6A9D3B9B-40FF4C85-9260DF28-89D0F168","31","1","1","1","0",""
"35F23733-909E46FB-927C36EB-ACD70735","31","1","1","1","0",""
"49E39BCB-48114D84-8EC53FBF-66FDD997","31","1","1","1","0",""
"14564B3F-0BA444C1-B5BC1539-4F793E37","31","1","1","1","0",""
"A7EF5F48-BF8240A0-A741733E-B8345D82","31","1","1","1","0",""
"9855A7CA-AAD84472-A91D53C2-A2B8A647","31","1","1","1","0",""
"2A4D03A4-58FA4C3A-8F4FBA51-FA517D92","31","1","1","1","0",""
"916C79A3-01DA4082-9A7742F7-3E8F540F","31","1","1","1","0",""
"EB51193C-2FE74F71-9EBDD666-1CE6D50B","31","1","1","1","0",""
"BE69B428-936E41B1-9117FE38-C0795E23","31","1","1","1","0",""
"0356813E-3FD045C5-90F7CA20-64CBC6AC","31","1","1","1","0",""
"7914A13B-7A8945C3-8B3A0D4D-2D394550","31","1","1","1","0",""
"66BC5640-5171484C-934D5C82-1612C4E6","31","1","1","1","0",""
"F1D3A337-A5F04482-999C187E-63525E82","31","1","1","1","0",""
"3FCA0D10-62F34457-827B7009-60C3FF49","31","1","1","1","0",""
"FEC47682-47444703-A2250179-84172846","32","1","1","1","0",""
"777A12CD-AACE49E8-ACDD5490-41D6A572","31","1","1","1","0",""
"600F80BE-9FBC4E55-B7192268-DC9975C8","33","1","1","1","0",""
"C78DF517-96964CE3-A0CE6640-7DBC9359","32","1","1","1","0",""
"2637D347-76404CEF-BDA70839-CD6777A7","31","1","1","1","0",""
"0D1572C4-31A840A1-B4D50AB4-67BBA7DD","32","1","1","1","0",""
"4BF9263B-1F6A464E-85B54596-E22E6AAE","34","1","1","1","0",""
"BB3B880B-1CAC45B2-A234FDC1-5BB27585","31","1","1","1","0",""
"4DF54B92-F2864378-BDD97B5D-AA9796D8","32","1","1","1","0",""
"0F7D4746-5B884763-941642DC-A8F1B757","31","1","1","1","0",""
"3AD6A9BE-ACDC4433-8912212C-D3534129","31","1","1","1","0",""
"4B18A7D1-010348A0-A56C7FA1-FDAF8560","32","1","1","1","0",""
"4713A559-309F49FF-B6211FA6-2EFB16AA","31","1","1","1","0",""
"E3DEFC63-942A4D12-B6336FB1-5BE34B03","31","1","1","1","0",""
"A7CECF43-F9D7462C-8D6B9343-C2A85283","31","1","1","1","0",""
"E600488D-BC564D79-863CB43E-F8007972","31","1","1","1","0",""
"21D055DE-4FD14120-BCE5526D-304F6F2E","31","1","1","1","0",""
"A6F2B3B8-F0D84D31-A7D974C8-CA829BAA","31","1","1","1","0",""
"2ED3CA63-2BB34E27-A53ABC77-73E2EE01","31","1","1","1","0",""
"40244435-FCBD4758-AC86B7B9-D4B78ED8","31","1","1","1","0",""
"02B35D5B-9D5D45D4-AFAFF041-43757356","32","1","1","1","0",""
"7426A05A-4D1E48F7-B71C11CB-E1BEFAC7","31","1","1","1","0",""
"23FF1EE0-725A4684-8475F56D-472BAD63","31","1","1","1","0",""
"5E278688-DDB74EB9-AD26F57E-70373EF1","31","1","1","1","0",""
"9E77CF77-287F45A8-88C93107-8A15C2B1","31","1","1","1","0",""
"5F1C71A8-2E074ED7-8E2725A6-92871032","31","1","1","1","0",""
"78DEE0E6-4D8D499E-9D5DA387-FCDD404D","31","1","1","1","0",""
"FF591BD4-26B845C3-B13A96B3-460FA96A","31","1","1","1","0",""
"64A337BE-48104EF3-926D0ECC-A6A1CC99","31","1","1","1","0",""
"DA7E2D24-5CA0405A-B3200422-51BA7F50","31","1","1","1","0",""
"4F1F5737-92644A06-821BDC87-368DF399","31","1","1","1","0",""
"49FFE1DB-CC3D493F-88947D5F-60FDF8A7","31","1","1","1","0",""
"4BC47BDA-507A43BB-98BAB803-2F199DE3","31","1","1","1","0",""
"4C185BCC-DDB34DA1-BC8A570D-88A1AD19","31","1","1","1","0",""
"4D9492DE-BDDB41C6-B1EA78D5-15AD234D","31","1","1","1","0",""
"4E0264E0-6BBD4E40-A5D498D4-43B4D2A3","31","1","1","1","0",""
"4E5F5DB7-B9FA43E7-BAB48A0B-FD4B5AC0","31","1","1","1","0",""
"4678EBD5-6FF94824-B6CC0A22-B9F1F7AD","31","1","1","1","0",""
"BC1B0A44-AC6A46F2-B200F0A1-064D5444","31","1","1","1","0",""
"6A4857DA-9E1746A0-95D9BA0E-D8E27F08","31","1","1","1","0",""
"04A6F188-78E74D83-B19FCA17-C578C009","31","1","1","1","0",""
"4269044B-BC3E4A1A-913C908F-E31D354F","31","1","1","1","0",""
"05BEA4AA-61004BEF-90330E8C-8BF7B924","31","1","1","1","0",""
"05060A64-4734450A-AF760CD7-3037AD5B","31","1","1","1","0",""
"27775065-FB9C4804-9A462EF4-33AEFFA8","31","1","1","1","0",""
"32563C60-540F4EC3-A360AF07-0FB3FC5F","31","1","1","1","0",""
"B69A55D1-0E3040A3-A963C5F2-3E0E2D18","31","1","1","1","0",""
"4568B243-6FF24609-BB065654-2233E433","31","1","1","1","0",""
"73FC94F2-1F2A4BE4-8C23BD39-BA52D34A","31","1","1","1","0",""
"AB0A50C1-C494476F-AE920EE1-DE388794","31","1","1","1","0",""
"DA182775-BDFC423B-ADB54B80-3FC301CE","31","1","1","1","0",""
"E541AC83-C88D4D9A-B03099AE-E6AA18D5","31","1","1","1","0",""
"6C5E4F72-BCA5415B-B679E7DD-6ACBFEED","31","1","1","1","0",""
"4778BBCA-07D74C49-9FF7E66A-7F5FEB81","31","1","1","1","0",""
"4690A266-C9B54C4D-BF604FA0-80ADECBA","31","1","1","1","0",""
"8FCEDC9D-80C540C2-8F72F426-CF3CFF04","31","1","1","1","0",""
"2A81C91E-E84843EC-ABC152C3-A668B8D3","31","1","1","1","0",""
"4EEE49BE-488E449F-97913627-1F86F868","31","1","1","1","0",""
"3B367C22-A5A0419B-B430630F-F504BDBC","31","1","1","1","0",""
"38079F24-7BE344CD-B555553E-5E5E8EC1","31","1","1","1","0",""
"2F5FC4F2-BAA348EE-AECD57FB-74B359F2","31","1","1","1","0",""
"0825989B-8B714BE6-B2DBE014-602E92CA","31","1","1","1","0",""
"0B7FF5D9-F5914B72-BE0B0D97-DB91B6A3","31","1","1","1","0",""
"93459373-F4C14936-8523F493-1404A13B","32","1","1","1","0",""
"26582801-94D3442F-A347004E-DDE55C4A","31","1","1","1","0",""
"CDDCBBC1-E0D94E52-93DC49B3-6C6A22A9","31","1","1","1","0",""
"2304F564-71594AAE-A83056A5-C3B34DC6","31","1","1","1","0",""
"23132D63-F5D44E2C-A45DDAC5-F6FDE016","31","1","1","1","0",""
"E960E346-FF364DFB-9D71CE45-D14921D5","34","1","1","1","0",""
"78058E18-8B054A1E-9C73438A-CD3FB4DD","31","1","1","1","0",""
"E1F9F497-43754CD5-90CBC45F-6F66A5E7","31","1","1","1","0",""
"9999A765-FDFE4E56-A0D64FFC-DB583F81","33","1","1","1","0",""
"B929CEF0-422A4D86-9B627342-23AAFA87","33","1","1","1","0",""
"89AA805A-86284BA4-8E01530A-946C7184","33","1","1","1","0",""
"0D0AA624-F78C43A3-81358DC4-A6F3E6CE","31","1","1","1","0",""
"4176F587-01D64C97-8B0C7043-413EC49F","31","1","1","1","0",""
"49582CCB-03714E76-8E386041-5E34D8DC","31","1","1","1","0",""
"25325F29-C2AC4BA4-840AE7CF-E089372C","31","1","1","1","0",""
"0A615D8D-5CA74F36-AC5A1606-0B4AC64B","31","1","1","1","0",""
"0C458CCF-B40242A4-84596A25-23B60C95","32","1","1","1","0",""
"4D406830-194C4BB4-8B927CEF-0DCBAC3E","31","1","1","1","0",""
"CE45FCB5-0C004B42-BF2D3D22-4AB38C06","32","1","1","1","0",""
"4D4C12F9-1A39409C-AB1A3E0E-80A24FE8","34","1","1","1","0",""
"3236F50D-581E4856-A29EC00A-1930F049","34","1","1","1","0",""
"F98F816C-868D46B1-85CEE1A9-5CDF8F0E","31","1","1","1","0",""
"22A8B522-5D3E444E-AB09A85D-2F3D518D","31","1","1","1","0",""
"183E7748-58FE4D13-9C54A5D5-D213251B","33","1","1","1","0",""
"29C3CCF5-9B054283-B3593F16-0EF1BF7B","31","1","1","1","0",""
"E7EEECB2-5D1C494F-95F4467D-B89BD150","34","1","1","1","0",""
"426FB36B-FF7B4340-936C8692-27E4B755","31","1","1","1","0",""
"BBC18E9A-6D7B4DCE-9B14D81E-EB9634DB","31","1","1","1","0",""
"8EC42F8C-FFE4425A-910BAB75-99E595E3","31","1","1","1","0",""
"14F1AD78-CFC54055-87C8DE12-8A370378","31","1","1","1","0",""
"00C6D288-89364710-AA46F0FA-7A9AD2C1","31","1","1","1","0",""
"311C6102-96B240EF-81264730-C60C8920","31","1","1","1","0",""
"29C19870-0B754128-94B08DF6-73B94172","31","1","1","1","0",""
"32966963-17A945EB-AE3EC036-AC48F055","31","1","1","1","0",""
"358BFF19-A5144936-8DCC7FAB-61708FDB","31","1","1","1","0",""
"21524B86-BC784B2D-88DFB084-F6491EA7","31","1","1","1","0",""
"0ACA3679-0C434B18-9752BB28-C9796D77","31","1","1","1","0",""
"85BF59FB-2B204FD4-9C82A14B-07B9CB0F","32","1","1","1","0",""
"EBA20470-02C74E18-853CFD0D-2B31AD77","31","1","1","1","0",""
"5FC70153-2B01401A-9E3E9FB8-C5221D51","32","1","1","1","0",""
"8F76D61C-080B4AD4-B22D4480-1EE498B2","31","1","1","1","0",""
"0DA34E4A-BA494703-8ACCA22D-F9DA2696","31","1","1","1","0",""
"0DA4845C-06A14AB5-91E8C924-9EDB43B8","31","1","1","1","0",""
"17BDD0DB-E8244046-80DA186C-C9AC8DE9","31","1","1","1","0",""
"109C69ED-2E2D44CE-8C0445F7-2E9515A3","31","1","1","1","0",""
"17EFF088-B76C47F3-B349DFF6-0D336E8D","31","1","1","1","0",""
"1A7DAAEB-6EB341D4-B143F34C-FD3B6F35","31","1","1","1","0",""
"03CCFDCB-DBD94FFF-95D497F2-CF45C429","31","1","1","1","0",""
"0E9C522E-26FE42F1-B8C6339F-9AC8A46D","31","1","1","1","0",""
"0BCD7294-21EC4793-81B7CCA6-20FA1E2F","31","1","1","1","0",""
"FB711D33-FDDE4591-B65360B3-4B8F2FC8","31","1","1","1","0",""
"968AE380-50C74C1A-83D0AE8C-38F05BD3","33","1","1","1","0",""
"2CB40A66-AE6044FE-88DD7AB1-551AD8CA","31","1","1","1","0",""
"28D1E726-8D3946E7-9BD95DB8-26CC2C49","31","1","1","1","0",""
"1FC52F89-1C3B409A-A09E5556-EB20041C","33","1","1","1","0",""
"F5FEACCF-5B4043F8-84F8149C-F1596BB7","33","1","1","1","0",""
"58F2D8FC-E0BE40F1-B04CC188-EF18336D","31","1","1","1","0",""
"25FEE3FF-65414C94-ABAE3F90-687DBEB0","32","1","1","1","0",""
"9687A441-344B4B6F-964D8511-27721EC8","32","1","1","1","0",""
"AE29D365-3D1240C6-BEB20B4E-30E632F2","32","1","1","1","0",""
"3E9AA438-088647CA-8E330D0C-8A3D72D9","32","1","1","1","0",""
"3531D53D-029E41DA-A0772030-84164DD4","32","1","1","1","0",""
"8468B833-B570408C-841F01F2-4D1CF0F3","32","1","1","1","0",""
"4B72C411-68C04D26-BA7C1720-08E3D68E","31","1","1","1","0",""
"7A5586B0-CA154D65-B70C71BE-32EF0CBB","31","1","1","1","0",""
"40745F3D-1BF7469A-B05EF4A1-5334613A","31","1","1","1","0",""
"80DF894C-99CC411A-88A1C1A1-3AE8BF38","32","1","1","1","0",""
"DE3E152A-43BB4A5F-A20C5ED7-06F57874","31","1","1","1","0",""
"2B14D9AB-11A5491C-8F0B2EA6-0F657409","32","1","1","1","0",""
"0F1FA7ED-79194D5B-B0FB52D3-A623580C","32","1","1","1","0",""
"6E98E15E-29F24CC2-81EB4364-76409749","31","1","1","1","0",""
"EDE54654-E77040A7-AE310FF6-5F5FCB97","32","1","1","1","0",""
"5F1A97AF-5AB0445E-BE5761BC-5638B94D","32","1","1","1","0",""
"21225CAF-C87D45E6-B896CCC2-3BE04183","32","1","1","1","0",""
"CB4E9623-7DAC4D78-A96D15A7-8D07B9F1","32","1","1","1","0",""
"17A1F826-BEDE4527-A5505601-9A2676B5","31","1","1","1","0",""
"1FC0B963-14604E1C-B35BD237-179389C2","35","1","1","1","0",""
"53C4D017-D4CB4188-825E9225-D3CC5487","31","1","1","1","0",""
"595443CA-A1644B57-B520473E-A9099718","31","1","1","1","0",""
"2EBCF806-98354582-953F9EA8-96727D7F","31","1","1","1","0",""
"33A74588-DC804833-A00E5C30-5BFBDA1E","31","1","1","1","0",""
"15EF9254-7D0D4503-81F9A0BE-984D2A98","31","1","1","1","0",""
"81DB0E91-77F44989-81977EEC-ABB9B282","31","1","1","1","0",""
"698EEB1C-B07641E7-ACADBE06-9EB44DEE","31","1","1","1","0",""
"3B824932-89F14858-A5D8FDF7-14135703","31","1","1","1","0",""
"1F1557D5-0AAA4259-97B606B6-9AEC672D","31","1","1","1","0",""
"8878DD90-7B694434-BB914317-3EBC33BE","31","1","1","1","0",""
"1FEFC8F6-90454201-8D81EB3B-39A12AC1","31","1","1","1","0",""
"34C6446D-C4024E59-A803FFFE-A84EE604","31","1","1","1","0",""
"0BB24A80-C546471F-B4098449-735120F5","31","1","1","1","0",""
"27F461AC-45A14BDE-A3627F34-CB7FA645","31","1","1","1","0",""
"15C5640E-26374A67-ACB4C99E-2887926A","32","1","1","1","0",""
"C94FD2B4-0CD4447A-9DFD69FE-88462F55","33","1","1","1","0",""
"2F1F01B8-DC7A462E-8F40E532-A7D1034A","31","1","1","1","0",""
"7B725A5B-50DD4D10-89204328-12214CEF","0","1","1","1","0",""
"3A969F06-F08A4F5A-8149C8C6-DFA70398","0","1","1","1","0",""
"F4472A09-DD7849B5-B4B37C40-A2F18C8A","0","1","1","1","0",""
"D8C3DC0C-866F4B39-BD35A1A8-2167C459","0","1","1","1","0",""
"A7AED645-DA354B34-8585DAB4-F7C0FC9F","31","1","1","1","0",""
"D58A0D9B-616C4DD4-8E9B28F2-0ABDA135","31","1","1","1","0",""
"9BD65528-EFEA4111-83E7CAC6-8422E842","31","1","1","1","0",""
"70F29A23-2B674596-A24AEAC5-CCA2D5AD","31","1","1","1","0",""
"910C774C-CA4943F6-B457D107-3284F904","31","1","1","1","0",""
"39E4CFFC-9189495C-856660F6-4F1798DD","31","1","1","1","0",""
"FC1769B0-A5C04C59-A5A6317B-A6C6636C","31","1","1","1","0",""
"40F94AC8-84684F53-B572B9AA-AC13099A","33","1","1","1","0",""
"2164A90E-FE8C471E-BCD4AECB-33A8CABD","34","1","1","1","0",""
"7DE83970-A6B7420C-A540DB4F-459C0BC9","34","1","1","1","0",""
"3EC18B73-80C045FC-8A95EB3E-365319C2","34","1","1","1","0",""
"55F99B5B-BF364DB2-B88211A6-B07A8F1E","34","1","1","1","0",""
"0DC8DCF9-3F6C4913-B0E71E1E-2814716F","34","1","1","1","0",""
"B6CF7B30-44E04D35-80084C69-5223B0A0","34","1","1","1","0",""
"F802EB1F-064943DE-B4D50DF8-3E41B29C","31","1","1","1","0",""
"3EBE3B4E-6A65494A-B0C08826-D93EE029","31","1","1","1","0",""
"EC60889C-0ADE492E-98CFA266-A33FA9FE","31","1","1","1","0",""
"6E6935BD-871D41B5-A06B5E6A-6081A800","32","1","1","1","0",""
"40E9CF99-73784C8A-AA97E846-FC8C9BEC","32","1","1","1","0",""
"3D2CCCA1-DBAA44AF-A26A5D78-645F059D","33","1","1","1","0",""
"F761BB66-C1594267-9BE40E33-C86B3EFB","32","1","1","1","0",""
"AE89BB27-0DAE4EE6-A4EBAA41-4D19B65A","31","1","1","1","0",""
"4CD54BB0-0C994D23-B8B869CC-52702FE1","32","1","1","1","0",""
"7C206D16-E6834392-8DBE79E2-B3BE403D","32","1","1","1","0",""
"62F2FBAA-97B0421B-8D0EFA16-3D81F7C6","31","1","1","1","0",""
"C76DCBC7-656F4972-B1A968E4-8171FA69","31","1","1","1","0",""
"5A3AE335-988B4D7B-BDF3CE83-2B6A79D4","31","1","1","1","0",""
"BB392B7C-2AA34843-99714C8C-0AA2868B","31","1","1","1","0",""
"3B68F60D-3CB14CDE-AC19D55F-DC32BDF2","31","1","1","1","0",""
"E0B65697-E4BC458F-ACB6843B-CE16B509","31","1","1","1","0",""
"B43C8AD3-AA8442EA-85B84093-DF81C49A","31","1","1","1","0",""
"757F8F5A-6E944687-94B97124-2B930162","31","1","1","1","0",""
"5166FE38-E8EC487C-AD6445B1-C1811BAB","31","1","1","1","0",""
"881457B3-0E144863-8A628083-CB38E3DF","31","1","1","1","0",""
"B922DA6F-9689428D-A57B243A-1015DD3F","31","1","1","1","0",""
"D40C9832-DB5A4BDD-8AF61D20-FC348B99","31","1","1","1","0",""
"0C0DFB55-5CE6479E-B4B05E45-25FAD0B3","31","1","1","1","0",""
"9FF2D7DD-4EE045D9-94C25BE4-2D23F00B","33","1","1","1","0",""
"A3660288-0B5B4F82-87458568-4811EDC4","33","1","1","1","0",""
"FB27F809-86C14309-A92F7E90-360825EE","32","1","1","1","0",""
"9D1C12C1-57934241-A2A995B7-E4EECF61","32","1","1","1","0",""
"D71D939A-B8F2456B-A22BF0E0-F1421197","31","1","1","1","0",""
"B350BA31-98064DA0-95F8921E-7178AB2C","31","1","1","1","0",""
"2E658552-14A741AD-8C85FA8B-0B9C7713","31","1","1","1","0",""
"068066EC-04E14640-B3E2FA5A-30A69F63","31","1","1","1","0",""
"39DA7CE0-253C4906-9F0A5D16-EDF4A659","31","1","1","1","0",""
"0B1828EE-C17F4E49-B145FCC8-7FE7D33A","31","1","1","1","0",""
"72862537-3C3F4635-AAE53BC1-94652C2F","31","1","1","1","0",""
"6E4D0342-A9CD4EC6-96B0AD7D-E79D81C6","31","1","1","1","0",""
"73B567AF-BA1F4BCB-8C772FF6-813E9B15","31","1","1","1","0",""
"633A8D6D-A1FC42F6-9669EC69-41676D1A","31","1","1","1","0",""
"9A5B8E4B-315445C5-B4A432A7-A76103D5","31","1","1","1","0",""
"A1AF852F-D1E34470-A2C30AA2-CAD4C0C7","31","1","1","1","0",""
"7FE36EA4-441941DB-9048EA2D-E5687C31","31","1","1","1","0",""
"F49BCDF6-7514412B-8E77C6C4-C45E47B1","31","1","1","1","0",""
"0F549B05-FA864566-BEC00F50-B002638A","32","1","1","1","0",""
"0C52D377-8E6A418B-BDA13C63-EE344D48","33","1","1","1","0",""
"5E753E02-8A9840C2-8A17A311-8CB5763C","32","1","1","1","0",""
"457707EA-49CE4D12-8AF15914-6646DD71","33","1","1","1","0",""
"1D416B5A-E19D4E48-BD4478A6-E083671B","32","1","1","1","0",""
"0F4A71D5-7E8A4798-B0EED6DE-FA10642B","32","1","1","1","0",""
"839AB335-2B924B4F-ACF93D25-F9153D15","32","1","1","1","0",""
"2545A7F1-4D804328-876D728F-90579329","32","1","1","1","0",""
"116A2234-5AD144B3-B4DE7EED-05FC4A6D","32","1","1","1","0",""
"2E579836-2D6D4426-8D296EF6-F4717B96","32","1","1","1","0",""
"52C018D9-62A44CAB-BB1BB1B1-AB54FEF8","32","1","1","1","0",""
"FDFADCB0-2A8C4B3F-92891505-A0D7D29A","32","1","1","1","0",""
"562DDADF-C9644259-9AFA1E58-EA2A1DD3","32","1","1","1","0",""
"032E9637-2F134396-9E306A52-C99BE471","32","1","1","1","0",""
"B7CD83E4-6DF64A17-989ABF4E-FD2FDCB3","32","1","1","1","0",""
"4A4BCD0A-81CF4AD7-A2D5A929-04D2A25C","32","1","1","1","0",""
"83993DF2-29F94EC4-87E88571-632C83A7","32","1","1","1","0",""
"EA684E06-C1A249FF-B1994786-8EB90698","32","1","1","1","0",""
"A0CF58E6-AE904028-8FBA7381-79ECF92F","32","1","1","1","0",""
"DD109047-2F194C6C-AA176A72-19B45F4A","33","1","1","1","0",""
"7DDAA12B-12CE40A8-AC04B683-835A722B","32","1","1","1","0",""
"5D16BDFD-57BE4A2A-ABA37D5D-4DF394B9","32","1","1","1","0",""
"C728D142-CEC44971-AC4C6CE0-931F6D9E","32","1","1","1","0",""
"6F4829F6-93AA42FA-A88B1910-4D500830","32","1","1","1","0",""
"8FD6C93C-CA3C4C79-8608D22E-63F6B12A","32","1","1","1","0",""
"88E23EBA-84A6441B-A68C85BE-20B92671","32","1","1","1","0",""
"5FC22B0B-25E8408B-95CAB143-EF75508B","32","1","1","1","0",""
"007E0A61-EC604EEA-8E450E49-6446CB07","32","1","1","1","0",""
"8B5E6D09-127E4D24-995117B3-BE766049","32","1","1","1","0",""
"1E2304DC-5B7C494E-92A84EF9-E32219E4","32","1","1","1","0",""
"40B05DB3-31AA4492-B53D4EC7-BB97E755","32","1","1","1","0",""
"814A9CCF-A22641B3-8FDEF78C-AC9FD2A7","32","1","1","1","0",""
"693D8867-6BEB46A8-A63334E8-B7121D0F","32","1","1","1","0",""
"4A5F1C78-AC394EE4-9343342C-5F0161F0","32","1","1","1","0",""
"BAB25AF0-055A47C2-BD2FF477-FC8E81F0","32","1","1","1","0",""
"462EEAE9-F4554273-AC4E5EFC-3AF3BFEF","32","1","1","1","0",""
"040FD92E-D3EE4C32-955C1148-48F67A78","32","1","1","1","0",""
"EA118E61-DC2B4BEC-BF76513C-FF854A5E","32","1","1","1","0",""
"AFD55362-46BD4D5C-9AF2CD74-AB908AE4","32","1","1","1","0",""
"F1EBF195-E22D4D26-97572B76-D28D8B28","32","1","1","1","0",""
"D388AF29-DA254C59-930711F9-4B4DAFEA","32","1","1","1","0",""
"D4197055-909D4ED0-A57AD347-434B775F","32","1","1","1","0",""
"D742B3A4-4EA546FE-BD8003D8-6AD04595","32","1","1","1","0",""
"D9A51722-96B649EB-97385D5C-96787D1F","32","1","1","1","0",""
"E0DCB50A-273D4D46-853BEF6B-DA60B59D","31","1","1","1","0",""
"DAF9CD7D-D47E4F98-96583E71-7C126F8A","32","1","1","1","0",""
"D9AC0E57-7FCE4243-9F40AFD4-77D17476","32","1","1","1","0",""
"DD262AD7-98AB463B-B3262000-B0031F2F","32","1","1","1","0",""
"DE4B35E5-51EE4551-B5FDB0CC-63393725","32","1","1","1","0",""
"E53BA55F-BAC34A61-8D7DA474-30B4E4F2","31","1","1","1","0",""
"60738299-5E1E42FA-848704C0-4D21EBEA","32","1","1","1","0",""
"311FEAA9-EB4A4157-B1C9E693-704E8C29","31","1","1","1","0",""
"F0912D8B-5F6A41F0-A19FBA6D-407DCE46","31","1","1","1","0",""
"D107D019-DA2048D4-BDDF325C-482F296C","31","1","1","1","0",""
"763DFB78-74C446D3-A7F57511-FC8DDBDE","31","1","1","1","0",""
"3065B3A1-C27E4251-A2145161-F654640A","31","1","1","1","0",""
"89F867BB-D1844BC3-851B22B1-9ABD8B80","31","1","1","1","0",""
"E957BA4B-EBC24F64-AE9D2EFF-9FAAF0AD","31","1","1","1","0",""
"75E590DF-4ECC4315-A796AEE1-7F51F551","31","1","1","1","0",""
"F332BAA3-D3B844F1-B0F71B20-D3841F6D","31","1","1","1","0",""
"148D95D8-AC5040F8-894A01C6-710C2DEC","33","1","1","1","0",""
"84EF6063-464741AE-8D5D32ED-67D7C8E5","33","1","1","1","0",""
"3A9DA5BD-49D248E3-81992165-BCE38252","33","1","1","1","0",""
"29EB6B41-82F746B4-9F2173F1-2E5423E8","33","1","1","1","0",""
"C8E8B9A0-85474F51-849DD6A8-67004737","32","1","1","1","0",""
"3777372A-8FD24BAE-B47472C7-9DCBCECA","31","1","1","1","0",""
"2B7D59F3-34264A93-9363B3B7-1A5C60C8","32","1","1","1","0",""
"2A1715FC-8E2B4A5B-862D2314-EACBEB4B","32","1","1","1","0",""
"9CE7D0C7-90904AD1-93012FBA-6C4091F6","32","1","1","1","0",""
"3F4B28F5-A9654B67-A2DF7CD2-3F1D7F4D","31","1","1","1","0",""
"3744520F-B4594A2A-9614301F-9A7BBACF","31","1","1","1","0",""
"F51E0C6D-E59D449F-A0AA20D8-C19FCCB0","31","1","1","1","0",""
"9B2B2A0F-DF694947-B50CD843-CDB64951","31","1","1","1","0",""
"3D1EA140-43CE4194-BF82BCF8-BD8414E0","32","1","1","1","0",""
"BDDCD890-854948FB-AB76D216-CEA19F46","32","1","1","1","0",""
"05926C8F-36FF4F47-B11F54A4-A3870650","32","1","1","1","0",""
"B7AAE0D8-DEEE4B5F-80DFC17C-A515127D","32","1","1","1","0",""
"465ED4A7-44E0464E-BF7DAE5D-FD5A01CB","32","1","1","1","0",""
"3C6116D6-6B484A8E-94EED527-508B4BD9","32","1","1","1","0",""
"37F650A4-0A4B430D-96CDF10F-B13FB53D","32","1","1","1","0",""
"5A88E968-87324852-998AA453-26B1B8D7","32","1","1","1","0",""
"02AABC8B-C3D04B47-A73FAEC3-AEA212F4","32","1","1","1","0",""
"420DC7DF-F9B9406A-ABD871EE-9D8A2126","32","1","1","1","0",""
"B1BB787C-3A444B30-A2E02F1E-F9682A9E","32","1","1","1","0",""
"EF7E1BA2-BE094759-896A3C3E-E69304A4","33","1","1","1","0",""
"F087A787-CAF14FF0-B7C1D85F-9779989F","33","1","1","1","0",""
"1F6DA540-CEAD4959-9C1388CA-0D8F44CE","32","1","1","1","0",""
"C980F030-2DDF4610-8E266706-5DA09660","31","1","1","1","0",""
"2B665341-81E64412-AE0C22FC-5DA40AAC","31","1","1","1","0",""
"BB3CA9C7-9CF846F5-A8C4C462-2B13279D","32","1","1","1","0",""
"723A548E-2BBC4A7D-80D753B3-9E80E562","32","1","1","1","0",""
"4645A243-13924413-B634354B-AEC86863","31","1","1","1","0",""
"40BD5D72-4E5146B2-B55060BC-4DE93B45","31","1","1","1","0",""
"305B6C52-77F44766-9A9DD2CA-2FDD4688","31","1","1","1","0",""
